text,label,text_original,text_recovered,n_obf_detected,recovery_log,has_obfuscation
"re alexander skarsgard my roommate has declared ""he's a sexy albino lizard i dont know how that's sexy but it kinda is",0,"Re: Alexander Skarsgard, my roommate has declared: ""He's a sexy albino lizard. i dont know how that's sexy, but it kinda is.""",re alexander skarsgard my roommate has declared he is a sexy albino lizard i do not know how that is sexy but it kind of is,0,,0
baby albino,0,"""@worldtraveIs: Baby albino &#128034; http://t.co/2tYTQJ3fec"" @Meeeesh1395",baby albino,0,,0
sike naw i love big smelly hoes doe,1,Sike naw I love big smelly hoes doe,sike naw i love big smelly hoes doe,0,,0
is this napk bitch retarded or stupid wtf would you request me didn't she read my bio it's pretty&,1,Is this napK bitch retarded or stupid wtf would you request me didn't she read my bio it's pretty&#8230; http://t.co/ReqHlHHml4,is this napk bitch retarded or stupid what the fuck would you request me did not she read my bio it is pretty,0,,0
it's a band negro,1,@OpalRose4UrSoul @duckydynamo @TreThreat it's a band negro,it is a band negro,0,,0
quote of last night telling me to find her a curved stick and she'll make a crossbow to shoot a bird down,0,"RT @audizzle: Quote of last night, @GinaGaus telling me to find her a curved stick and she'll make a crossbow to shoot a bird down",quote of last night telling me to find her a curved stick and she ll make a crossbow to shoot a bird down,0,,0
ate the receivers really fast or is pass coverage trash,0,Ate the receivers really fast or is pass coverage trash?,ate the receivers really fast or is pass coverage trash,0,,0
im so upset with this match i want to wreck my entire teams morale,0,I’m so upset with this match; I want to wreck my entire team’s morale!,i am so upset with this match i want to wreck my entire teams morale,0,,0
like fucc i got into it wit my mama ajay the damn lunch lady duddy montea lowkey and some lit raggedy hoe all in one day,1,"Like fucc I got into it wit my mama, ajay, the damn lunch lady, duddy, montea lowkey, &amp; some lit raggedy hoe &#128514;&#128557; all in one day",like fucc i got into it wit my mama ajay the damn lunch lady duddy montea lowkey and some lit raggedy hoe all in one day,0,,0
rewrite tinker with it's official language regarding same-sex relationships divorce remarriage etc but nothing is set in stone at all,0,"Rewrite, tinker with it's official language regarding same-sex relationships, divorce, remarriage, etc. But nothing is set in stone at all.",rewrite tinker with it is official language regarding same sex relationships divorce remarriage etc but nothing is set in stone at all,0,,0
you may cry after watching the derek jeter ad,0,RT @Yankees: You may cry after watching the Derek Jeter @Gatorade ad: http://t.co/hMO9Bxol0x http://t.co/0xdlxToci8,you may cry after watching the derek jeter ad,0,,0
this is my female grand champion jesse she heard a bird outside,0,@vernon1488 this is my female grand champion Jesse. She heard a bird outside. http://t.co/1OINieeJ9c,this is my female grand champion jesse she heard a bird outside,0,,0
be my guest i want to be a bird i think,0,@MahNameIsJared be my guest. I want to be a bird I think,be my guest i want to be a bird i think,0,,0
4/4 on the road perfect way to continue after have finished,0,#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers,pacernation four four on the road perfect way to continue after iubb have finished nba pacers indiana hoosiers,0,,0
haha she a stupid hoe,1,@ElyssaJankowski @ComedyTextings haha she a stupid hoe,haha she a stupid hoe,0,,0
resisting the urge to smack a bitch,1,RT @WorldStarBests: Resisting the urge to smack a bitch http://t.co/IhQgu7dP5m,resisting the urge to smack a bitch,0,,0
pussy nigga it's the same term,1,@kieffer_jason pussy nigga it's the same term,pussy nigga it is the same term,0,,0
don't fall out wit yo niggas over hoes,1,RT @SnipesJr_: Don't fall out wit yo niggas over hoes..,do not fall out wit yo niggas over hoes,0,,0
the only girls that care about being a guys wcw are hoes,1,RT @NoChillPaz: The only girls that care about being a guys WCW are hoes,the only girls that care about being a guys wcw are hoes,0,,0
i hate all these industry fags i hope they all get the nigerian summer flu,1,I hate all these industry fags. I hope they all get the Nigerian Summer Flu,i hate all these industry fags i hope they all get the nigerian summer flu,0,,0
is having no amici briefs filed on your behalf kind of like charlie brown never ever getting any valentin&,0,"RT @LauraRosenCohen: #AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin&#8230;",askdrmann is having no amici briefs filed on your behalf kind of like charlie brown never ever getting any valentin,0,,0
breaking dawn/ i often think about what used to be and was with rose-colored glasses and a gentle,0,"RT @ReginaPucket: http://t.co/6nqmor8ybC BREAKING DAWN/ I often think about what used to be and was
With rose-colored glasses and a gentle &#8230;",breaking dawn i often think about what used to be and was with rose colored glasses and a gentle,0,,0
bitch you look like one of the characters off of sesame street which yo ugly ass,1,@justezzzee bitch you look like one of the characters off of Sesame Street which yo ugly ass.,bitch you look like one of the characters off of sesame street which yo ugly ass,0,,0
i nicknamed lux coach k because without him we would of never heard of duke lol charlie,0,I nicknamed Lux Coach K because without him we would of never heard of Duke lol Charlie,i nicknamed lux coach k because without him we would of never heard of duke laughing out loud charlie,0,,0
whoo a new attraction in virginia city birds of prey meet this owl famous for his role in harry potter,0,"Whoo? A new attraction in Virginia City, birds of prey. Meet this owl famous for his role in Harry Potter. http://t.co/1NFSh5sCcR",whoo a new attraction in virginia city birds of prey meet this owl famous for his role in harry potter,0,,0
don't look now but the browns are in sole possession of 1st place in the afc north the cleveland browns,0,"RT @SportsCenter: Don't look now, but the Browns are in sole possession of 1st place in the AFC North. The Cleveland Browns. http://t.co/C3&#8230;",do not look now but the browns are in sole possession of first place in the afc north the cleveland browns,0,,0
i feel like tim ross is a nigger,1,RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I feel like Tim Ross is a nigger,i feel like tim ross is a nigger,0,,0
im in mickey ds and he gone ask for a double cheese burger wit no cheese,0,Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,i am in mickey ds and he gone ask for a double cheese burger wit no cheese foh,0,,0
i might freak the bitch but dont need the bitch&,1,"I might freak the bitch, but dont need the bitch&#128080;",i might freak the bitch but do not need the bitch,0,,0
warm that pussy up,1,RT @TheOnlyReed: Warm that pussy up,warm that pussy up,0,,0
lmaoooo fam i stabbed a person once in cod ghost and he said i stab like a nigger,1,RT @OfficiallyIce: Lmaoooo RT @SourpowerDre: @OfficiallyIce fam I stabbed a person once in COD ghost and he said I stab like a nigger,lmaoo fam i stabbed a person once in cod ghost and he said i stab like a nigger,1,lmaoooo→lmao[elongation],1
you tryin to say ofay,0,"@ItsMander 
You tryin to say ofay?",you tryin to say ofay,0,,0
that dude from chicago w/ the fuzzy mustache and bangs johnny love he's whack,0,"That dude from Chicago w/ the fuzzy mustache and bangs, Johnny Love, he's whack. #memoriesofidots",that dude from chicago with the fuzzy mustache and bangs johnny love he is whack memoriesofidots,0,,0
they didn't want to fuck steve that bitch lmao,1,@VictorRico3 they didn't want to fuck Steve that bitch lmao,they did not want to fuck steve that bitch laughing out loud,0,,0
moderator wants to bitch slap romney so hard,1,@kerrtheresa moderator wants to bitch slap Romney so hard,moderator wants to bitch slap romney so hard,0,,0
big been trash for years now lol its a basketball conference now,0,RT @BasedChasen: Big 10 been trash for years now lol its a basketball conference now,big ten been trash for years now laughing out loud it is a basketball conference now,0,,0
no wonder these ppl that call themselves niggas and thugs able to convince their hoes false ideas about men like me in our intellectual dress,1,No wonder these ppl that call themselves niggas &amp; thugs able to convince their hoes false ideas about men like me in our intellectual dress,no wonder these people that call themselves niggas and thugs able to convince their hoes false ideas about men like me in our intellectual dress,0,,0
"""for every bad bitch there is a nigga tired of fucking her",1,"""For every bad bitch there is a nigga tired of fucking her""",for every bad bitch there is a nigga tired of fucking her,0,,0
got uh bitch dat set it off like jada pickett,1,Got uh bitch dat set it off like Jada Pickett &#128130;&#128176;&#128176;&#128293;&#128299;&#128299;,got uh bitch that set it off like jada pickett,0,,0
go to sleep you fag,1,@Oskzilla go to sleep you fag!,go to sleep you fag,0,,0
to lay up w my bitch,1,@CallNeeshCakey to lay up w my bitch,to lay up with my bitch,0,,0
thx hoe,1,@MaxDeLaCruz8 thx hoe,thx hoe,0,,0
lol imma look at a bitch ass if i wanna,1,@TasteMyGayness lol imma look at a bitch ass if I wanna!!!,laughing out loud imma look at a bitch ass if i want to,0,,0
"this bitch literally just said ""normal people shouldn't work out in this gym because so many body builders workout here",1,"This bitch literally just said ""normal people shouldn't work out in this gym because so many body builders workout here""",this bitch literally just said normal people should not work out in this gym because so many body builders workout here,0,,0
good pick birds,0,Good pick birds,good pick birds,0,,0
naw u keep it 100% fake get yo lame ass on somwhere wigga hell no get on somwhere,1,@Dswizzle3 naw u keep it 100% fake get yo lame ass on somwhere wigga hell no get on somwhere,naw you keep it one hundred percent fake get yo lame ass on somwhere wigga hell no get on somwhere,0,,0
find her ass and push her down some stairs by accident throw some water on the floor shit kick a bitch,1,Find her ass and push her down some stairs by accident. Throw some water on the floor. Shit. Kick a bitch.,find her ass and push her down some stairs by accident throw some water on the floor shit kick a bitch,0,,0
leap tall hoes in a single bound,1,Leap tall hoes in a single bound.,leap tall hoes in a single bound,0,,0
that was not good times starting the mickey mouse club soon,0,That was not good times! Starting the mickey mouse club soon!,that was not good times starting the mickey mouse club soon,0,,0
ugh like i hate when my momma get to talking all proper like bitch stfu,1,Ugh like I hate when my momma get to talking all proper like bitch stfu.,ugh like i hate when my momma get to talking all proper like bitch stfu,0,,0
as soon as a democrat gets a chance to the political hack goes to commercial then back with bolton lmao,0,As soon as a Democrat gets a chance to ? the political hack #foxnews goes to commercial then back with Bolton LMAO #teabaggers #benghazi,as soon as a democrat gets a chance to the political hack foxnews goes to commercial then back with bolton laughing out loud teabaggers benghazi,0,,0
;yass bitch yass too soon,1,&#128557; RT @That_Mclovin: &#8220;Yass bitch Yass &#128128;&#128128; @VikkiNoSecrets: Too soon? &#128514;&#8221;,yass bitch yass too soon,0,,0
eh take off hoser,0,"@littlelouie33 eh, take off hoser.",eh take off hoser,0,,0
why do i keep getting wrecked by the live leaderboard adjustments,0,Why do I keep getting wrecked by the live leaderboard adjustments?,why do i keep getting wrecked by the live leaderboard adjustments,0,,0
the african goshawk (accipiter tachiro is a species of bird of prey in the accipitridae family fou,0,The African Goshawk (Accipiter tachiro) is a species of bird of prey in the Accipitridae family. fou http://t.co/t9xi8IWocs,the african goshawk accipiter tachiro is a species of bird of prey in the accipitridae family fou,0,,0
the really doing wonders in these last couple of days,0,The #teabagger #freemarket really doing wonders in #Bangladesh these last couple of days. #tcot #p2 #teaparty #randpaul,the teabagger freemarket really doing wonders in bangladesh these last couple of days tcot p teaparty randpaul,0,,0
dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge in,0,RT @ian0012: dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge in &#8230;,dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge,0,,0
seeing another baseball team just makes me wanna book my trip right now,0,Seeing another baseball team just makes me wanna book my @Yankees trip right now.,seeing another baseball team just makes me want to book my trip right now,0,,0
country bumpkin word of the day yokel,0,Country Bumpkin Word of the Day : yokel http://t.co/aBpFZgJU,country bumpkin word of the day yokel,0,,0
shelby your pussy is beat up,1,@Huntermoore @shelbyritner shelby your pussy is beat up,shelby your pussy is beat up,0,,0
yasss brownies and ice cream,0,Yasss brownies &amp; ice cream &#128523; http://t.co/8qLa3JsglG,yas brownies and ice cream,1,yasss→yas[elongation],1
is on bravo.quality trash,0,@monicawarren16 #pumprules is on bravo...quality trash,pumprules is on bravo quality trash,0,,0
everyone liked evil me this me is a pussy fuck compassion,1,Everyone liked evil me. This me is a pussy. Fuck compassion.,everyone liked evil me this me is a pussy fuck compassion,0,,0
charlie sheen,0,Charlie Sheen,charlie sheen,0,,0
bitch i got the beef links,1,bitch I got the beef links,bitch i got the beef links,0,,0
lmao it will have a slope of -2x+1,0,RT @KelsieBelsi: @Vntxnius lmao it will have a slope of -2x+1,laughing out loud it will have a slope of x one,1,-2x+1,1
fingers crossed for you if not chug chug chug lol,0,@sisternoles Fingers crossed for you. If not? Chug chug chug lol,fingers crossed for you if not chug chug chug laughing out loud,0,,0
my sister told me that i look like a bird while my past told me that i look like an alien,0,My sister told me that I look like a bird. While my past told me that I look like an alien.,my sister told me that i look like a bird while my past told me that i look like an alien,0,,0
you're saying zebras are goth,0,@M_A_Larson @SteveStreza You're saying zebras are goth?,you are saying zebras are goth,0,,0
truth be told .that's all my pussy,1,Truth be told ...that's all my pussy &#128175;,truth be told that is all my pussy,0,,0
lets just burn this achievement and call it a day,0,Let’s just burn this achievement and call it a day!,let us just burn this achievement and call it a day,0,,0
if the get dempster they just look like they're getting older bring some youth,0,"If the @Yankees get Dempster, they just look like they're getting older. #smh Bring some youth!!! #mlb",if the get dempster they just look like they are getting older shaking my head bring some youth mlb,0,,0
"just bc your hair is ""laid or wuteva dont mean nothin yo shit gotta smell marvelous don't no nigga want a bitch who smell like burnt weave",1,"Just bc your hair is ""laid"" or wuteva dont mean nothin. Yo shit gotta smell MARVELOUS don't no nigga want a bitch who smell like burnt weave",just because your hair is laid or wuteva do not mean nothin yo shit got to smell marvelous do not no nigga want a bitch who smell like burnt weave,0,,0
please tell those fuming cops that they are a bunch of coward little bitches and should not be allowed near weapons thanks,1,"@JayKollsKSTP please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. Thanks.",please tell those fuming cops that they are a bunch of coward little bitches and should not be allowed near weapons thanks,0,,0
"best said by ""there's a storm brewing bitch lmao",1,"RT @DTAVohn269: Best said by @iSpeakMut ""there's a storm brewing bitch"" lmao",best said by there is a storm brewing bitch laughing out loud,0,,0
what's a trash party,0,What's a trash party ?,what is a trash party,0,,0
every time i fuck i gotta hit me least like two bitches,1,"Every time I fuck, I gotta hit me least like two bitches...",every time i fuck i got to hit me least like two bitches,0,,0
fuk being on some chill shit i go to hoes real quick,1,RT @DrugFree_DatzMe: Fuk being on some chill shit . I go 0 to 100 hoes real quick. &#128526;,fuk being on some chill shit i go zero to one hundred hoes real quick,0,,0
niggas gossip like hoes most of 'em bitches,1,"RT @BriWh0: Niggas gossip like hoes, most of 'em bitches",niggas gossip like hoes most of them bitches,0,,0
.and rounding out our cnn ebola panel tonight the monkey from the film outbreak,0,"RT @McNarstle: ...and rounding out our CNN Ebola panel tonight, the monkey from the 1995 film, OUTBREAK.",and rounding out our cnn ebola panel tonight the monkey from the one thousand nine hundred ninety five film outbreak,0,,0
nigga hungry then a bitch too,1,Nigga hungry then a bitch too,nigga hungry then a bitch too,0,,0
"new census questions=tempest in teapot,aca stays,costs down,7.5mil+getting covered is a success story to",0,"RT @bspence5: @Morning_Joe #msnbc new census questions=tempest in teapot,ACA stays,costs down,7.5mil+getting covered is a success story to &#8230;",msnbc new census questions tempest in teapot aca stays costs down seven mil getting covered is a success story,1,"down,7.5mil+getting",1
i make bitches fly like peter pan do,1,I make bitches fly like Peter Pan do,i make bitches fly like peter pan do,0,,0
i don't fuck with bitch niggas i only fuck niggas bitches&,1,RT @lildurk_: I don't fuck with bitch niggas I only fuck niggas bitches&#128556;,i do not fuck with bitch niggas i only fuck niggas bitches,0,,0
i love when bitches throw shade just confirms i'm doing something right,1,RT @lamessican: I love when bitches throw shade. Just confirms i'm doing something right &#128514;,i love when bitches throw shade just confirms i am doing something right,0,,0
"working theory this ""selective race abortion ban passed in florida today was just an excuse for redneck reps to say",0,"RT @AdamWeinstein: Working theory: This ""selective race"" abortion ban passed in Florida today was just an excuse for redneck reps to say ...",working theory this selective race abortion ban passed in florida today was just an excuse for redneck reps to,0,,0
i got a surprise for you bitches,1,I got a surprise for you bitches,i got a surprise for you bitches,0,,0
hey the law made it a felony to keep and collect the records get your facts straight,0,@fairflattaxnow @Morning_Joe @JoeNBC hey #teabagger the law made it a FELONY to keep and collect the records. Get your facts straight,hey teabagger the law made it a felony to keep and collect the records get your facts straight,0,,0
then who are you to call me trash,0,@kaylonnnnn then who are you to call me trash &#128522;,then who are you to call me trash,0,,0
i need sleep but can't seem to get that place that let's you clam down and sleep,0,I need sleep but can't seem to get that place that let's you clam down and sleep :(,i need sleep but cannot seem to get that place that let us you clam down and sleep,0,,0
for real this game is pub trash let's do drugs and get smashed,0,RT @duttyOGshake: for real this game is pub trash let's do drugs and get smashed,for real this game is pub trash let us do drugs and get smashed,0,,0
seriously florida a vote for charlie christ is a vote for taxes and ebola,0,"RT @Revenant0202: Seriously, Florida. A vote for Charlie Christ is a vote for taxes and ebola.",seriously florida a vote for charlie christ is a vote for taxes and ebola,0,,0
playing a show in lutsen mn at 9:00 pm today at papa charlies,0,"Playing a show in Lutsen, MN at 9:00 PM today at Papa Charlies http://artistdata.com/a/2oy4",playing a show in lutsen mn at nine zero pm today at papa charlies,0,,0
basically we ain't got room for basic bitches,1,@Laurenlablue11 basically we ain't got room for basic bitches.,basically we is not got room for basic bitches,0,,0
listen here bitches cheat on they bitch but be soooooo hurt when they bitch cheat back.&,1,RT @TheeRealGemini: Listen here &#8220;@verbally_abrupt: Bitches cheat on they bitch... But be SOOOOOO HURT when they bitch cheat back.&#8221;,listen here bitches cheat on they bitch but be so hurt when they bitch cheat back,1,soooooo→so[elongation],1
a bird pooped on me,0,RT @Harry_Styles: A bird pooped on me.,a bird pooped on me,0,,0
every day i thank my nigga jesus for hot wings and my uncanny ability to tend to these bitches,1,"RT @HUMonTHESE Every day, I thank my nigga Jesus for hot wings and my uncanny ability to tend to these bitches.",every day i thank my nigga jesus for hot wings and my uncanny ability to tend to these bitches,0,,0
are you asian black hawaiian gay retarded drunk,1,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?,somethingigetalot are you asian black hawaiian gay retarded drunk,0,,0
want to cry cause of the girls at la fitness imma bitch,1,Want to cry cause of the girls at La fitness ... Imma bitch,want to cry because of the girls at la fitness imma bitch,0,,0
oreo cheesecake bars,0,RT @ItsFoodPorn: Oreo Cheesecake Bars http://t.co/RlHHIM98FL,oreo cheesecake bars,0,,0
personality how fat bitches be in relationships before the pretty women let's see the answers lol,1,RT @IrregularGawd: Personality RT @LosBeOnIt: How fat bitches be in relationships before the pretty women? Let's see the answers lol &#128064;&#128064;&#128064;,personality how fat bitches be in relationships before the pretty women let us see the answers laughing out loud,0,,0
i've read the hunger games times i am trash,0,RT @camilleftansel: i've read the hunger games 12 times i am trash,i have read the hunger games twelve times i am trash,0,,0
he's definitely trash but if bill cohwer or stanford 's head coach want the job i'd hire them with a new gm of course,0,@JonnieSantana He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course,he is definitely trash but if bill cohwer or stanford s head coach want the job i would hire them with a new gm of course,0,,0
dis hoe got uh dinguling nose,1,Dis hoe got uh dinguling nose &#127814;&#128514;&#128514;&#128514;,this hoe got uh dinguling nose,0,,0
i had froyo with brownies for dinner tonight being an adult is making these executive decisions,0,I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions,i had froyo with brownies for dinner tonight being an adult is making these executive decisions,0,,0
tyga used to be good before he got into this swag fag shit,1,RT @PRAYINGFORHEAD: tyga used to be good before he got into this swag fag shit,tyga used to be good before he got into this swag fag shit,0,,0
if a bitch is bad n single she single fo a reason.hoe prolly cray or a runna,1,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,if a bitch is bad and single she single fo a reason hoe prolly cray or a runna,0,,0
love is a bird of flames thank you for that song,0,Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell,love is a bird of flames thank you for that song,0,,0
this niggah is a fool,1,This niggah @wherzdaBUDD is a fool,this niggah is a fool,0,,0
red and yellow it should be then,0,@panchoftf red and yellow it should be then,red and yellow it should be then,0,,0
you know you are in the ghetto when you see streets named martin luther king jr and littlejohn,0,"You know you are in the ghetto when you see streets named Martin Luther King Jr &amp; LittleJohn. 
#halp",you know you are in the ghetto when you see streets named martin luther king jr and littlejohn halp,0,,0
they are all idiots except kourt the rest are just slutty ass bitches,1,@GossipCop they are all idiots except kourt.... the rest are just slutty ass bitches,they are all idiots except kourt the rest are just slutty ass bitches,0,,0
this is a long yellow for a bunch of track sweeping not a ton have taken opportunities to pit,0,This is a long yellow for a bunch of track sweeping. Not a ton have taken opportunities to pit. #IndyCar #GoProGrandPrix,this is a long yellow for a bunch of track sweeping not a ton have taken opportunities to pit indycar goprograndprix,0,,0
tuna is good the rest trash cans of spam most struggle food has to be any meat in a can tuna included,0,"Tuna is good the rest trash RT @AyeoFool: Cans of spam RT @MsBTxo: Most struggle food HAS TO BE any meat In a can, tuna included",tuna is good the rest trash cans of spam most struggle food has to be any meat in a can tuna included,0,,0
itni bahaduri interviews mein to hamesha marne ko tayyar rehte ho got scared of crackers lol,0,"RT @ManiChakr: @ArvindKejriwal itni bahaduri!!! interviews mein to hamesha marne ko tayyar rehte ho, got scared of crackers? LOL http://t.c&#8230;",itni bahaduri interviews mein to hamesha marne ko tayyar rehte ho got scared of crackers laughing out loud,0,,0
i hate when netflix stop and asks if im still watchin like yes u think i got up and started doin somethin with my life bitch,1,RT @ReIateThings: i hate when netflix stop &amp; asks if im still watchin like yes u think i got up &amp; started doin somethin with my life bitch &#8230;,i hate when netflix stop and asks if i am still watchin like yes you think i got up and started doin somethin with my life bitch,0,,0
"""now 5sos is starting to tweet the hashtag they're trash",0,"RT @sorryimalex: ""now 5sos is starting to tweet the hashtag, they're trash!"" #vote5sos http://t.co/llkuz6VtAi",now sos is starting to tweet the hashtag they are trash vote sos,0,,0
cleaned all the bird nests out of the downspouts and ready for more rain the baby birds are out now respect the birds.and bees,0,"cleaned all the bird nests out of the downspouts and ready for more rain, the baby birds are out now. respect the birds.....and bees (:",cleaned all the bird nests out of the downspouts and ready for more rain the baby birds are out now respect the birds and bees,0,,0
yeah hoe,1,Yeah hoe. http://t.co/qZXi0IuFCf,yes hoe,0,,0
"""let's do nips ahoy and spank me maybe",1,"""Let's do nips ahoy and spank me maybe""",let us do nips ahoy and spank me maybe,0,,0
i'll quit being a bitch when you quit being a fake friend,1,I'll quit being a bitch when you quit being a fake friend. &#128077;&#9996;&#65039;,i will quit being a bitch when you quit being a fake friend,0,,0
just pulled out his pocket constitution bring it man just mocked mccain's wacko-birds comment hahaha,0,@SenMikeLee just pulled out his pocket Constitution! Bring it man! @tedcruz just mocked McCain's wacko-birds comment! HaHaHa!!!!! #standtall,just pulled out his pocket constitution bring it man just mocked mccains wacko birds comment hahaha standtall,0,,0
that long hair doesn't cover up your redneck,0,That long hair doesn't cover up your redneck,that long hair does not cover up your redneck,0,,0
god is a yankees fan,0,RT @monogrammedprep: God is a Yankees fan. #FarewellCaptain,god is a yankees fan farewellcaptain,0,,0
"i hate when a bitch can't take a compliment ""you're so pretty ""no i'm not i'm ugly ""well shit you ugly then damn",1,"I hate when a bitch can't take a compliment: ""You're so pretty"" ""No I'm not, I'm ugly"" ""WELL SHIT, YOU UGLY THEN, DAMN.....",i hate when a bitch cannot take a compliment you are so pretty no i am not i am ugly well shit you ugly then damn,0,,0
i really did right off my bed where you put all these dam yellow starburst *throws them out the window*,0,"@mimi_sanabria I really did, right off my bed. Where you put all these dam yellow starburst!!!! *throws them out the window* &#128553;",i really did right off my bed where you put all these dam yellow starburst throws them out the window,2,*throws→trippin[masking]; window*→wreathe[masking],1
someone please bring me goldfish crackers,0,Someone please bring me Goldfish crackers,someone please bring me goldfish crackers,0,,0
all that trash talk and we win championships you're boring me dude,0,@MikesGraffix @MalachiDupre all that trash talk and we win championships!!! You're boring me dude #NationalChamps,all that trash talk and we win championships you are boring me dude nationalchamps,0,,0
i need to crush my frustration and focus on winning this match,0,I need to crush my frustration and focus on winning this match.,i need to crush my frustration and focus on winning this match,0,,0
my phone is finally back on bitches no more textnow,1,My phone is finally back on bitches! no more TextNow,my phone is finally back on bitches no more textnow,0,,0
i would call you a bitch but that's frowned upon,1,"I would call you a bitch, but that's frowned upon.",i would call you a bitch but that is frowned upon,0,,0
i wanted change and excitement and to shoot off in all directions myself like the colored arrows from a fourth of july&,0,"RT @itssylviaplath: I wanted change and excitement and to shoot off in all directions myself, like the colored arrows from a Fourth of July&#8230;",i wanted change and excitement and to shoot off in all directions myself like the colored arrows from a fourth of july,0,,0
i wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends,0,@HBergHattie @snkscoyote I wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends...,i wonder if the progs did not relegate young black men to the ghettos to keep them away from harry reids friends,0,,0
blue cheese crackers intrigues and repulses me at the same time,0,@joshbuddy blue cheese crackers intrigues and repulses me at the same time.,blue cheese crackers intrigues and repulses me at the same time,0,,0
lmao dylan just got called a pussy by mr o himself takes skill,1,&#8220;@A_Brown_30: Lmao Dylan just got called a pussy by Mr O himself @wagggggie&#8221; takes skill &#128527;&#128170;,laughing out loud dylan just got called a pussy by mr o himself takes skill,0,,0
peel up peel up bring it back up rewind back where i'm from they move shaq from the line ooooow who tf said that trash,0,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",peel up peel up bring it back up rewind back where i am from they move shaq from the line oow who tf said that trash,1,ooooow→ow[elongation],1
whipped,0,Whipped http://t.co/EFSVjPqrwq,whipped,0,,0
yung nakalagay sa second page ng handout na may closed ended questions etc tapos lalagay sa 1/2 yellow pad,0,@PowlengMawi yung nakalagay sa second page ng handout na may closed ended questions etc. Tapos lalagay sa 1/2 yellow pad,yung nakalagay sa second page ng handout no may closed ended questions etc tapos lalagay sa one half yellow pad,0,,0
i know this one hoe on twitter right now that's catfishin shit,1,I know this one hoe on twitter right now that's catfishin shit !!!!!,i know this one hoe on twitter right now that is catfishin shit,0,,0
they hardly get sex.so when the opportunity of sick presents itself their giving you some pussy.and boy are they generous,1,"They hardly get sex...so when the opportunity of sick presents itself, their giving you some pussy...and boy are they generous",they hardly get sex so when the opportunity of sick presents itself their giving you some pussy and boy are they generous,0,,0
it's trash ik just wanted to fuck with dorsey,1,@_tonydennis it's trash ik just wanted to fuck with Dorsey,it is trash ik just wanted to fuck with dorsey,0,,0
"ima hypocrite i'll say ""i dont fuck with hoes then days later let a hoe play with my dick in the mcdonald's drive thru love their fries",1,"Ima hypocrite. I'll say ""I dont fuck with hoes"" then 2 days later let a hoe play with my dick in the McDonald's drive thru. Love their fries",ima hypocrite i will say i do not fuck with hoes then two days later let a hoe play with my dick in the mcdonalds drive through love their fries,0,,0
oreo frappuccino,0,RT @GoatIdeas: Oreo Frappuccino http://t.co/o3QJ8M1nFf,oreo frappuccino,0,,0
how you cry like a bitch every time me other chiefs fans have friendly debates,1,How you cry like a bitch every time me other Chiefs fans have friendly debates?????,how you cry like a bitch every time me other chiefs fans have friendly debates,0,,0
dis nicca lame,0,Dis nicca lame,this nicca lame,0,,0
roseanne really bums me out the show and the woman on that note it's time to chug some zzzquil,0,"Roseanne really bums me out. The show, and the woman. On that note, it's time to chug some ZzzQuil.",roseanne really bums me out the show and the woman on that note it is time to chug some zquil,1,zzzquil→zquil[elongation],1
this why i need bitches,1,this why i need bitches,this why i need bitches,0,,0
everyone is talking about lebron james or the voice and i'm just here eating cream filling out of oreos,0,Everyone is talking about LeBron James or The Voice and I'm just here eating cream filling out of Oreos.,everyone is talking about lebron james or the voice and i am just here eating cream filling out of oreos,0,,0
laughin at my screenshots no bitch this might be a code red,1,"@QueenShyba laughin at my screenshots. no bitch, this might be a code red.",laughin at my screenshots no bitch this might be a code red,0,,0
unexplainable,0,@rachaelkbrown @BillyButlerKC @Oreo unexplainable!,unexplainable,0,,0
can of imagine this world was created to trap them and feed them to like gazelles,1,Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing,can faggots of honeybooboo imagine this internet world was created to trap them and feed them to allah like gazelles it stephenking,0,,0
i'm in my bed like half asleep and stuff but i really want that oreo coffee coolatta,0,I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.,i am in my bed like half asleep and stuff but i really want that oreo coffee coolatta,0,,0
