index,Text,ed_label_0,ed_label_1,Label
5511," BTW, no hard feelings if you delete this afterwards.   ",1,0,0
5512,"  == Sonic the Hedgehog ==  Thank you for your contribution to Minor characters in Sonic the Hedgehog (Archie).  However, please keep in mind that this is an encyclopedia and that therefore certain standards of writing quality apply.  I have already edited the article to properly work your contribution in; just try to keep this in mind in the future.  Thanks again!   ",1,0,0
5513,"  Please also keep in mind that your contributions need to make sense.  I have no doubt that your contributions are being made with the best of intentions; however, it is less work and stress for everyone (including yourself) if you make them the right way to begin with.  Thanks!   ",0.9,0.1,0
5514,"brewing up falsified RFCs. If we are not adult enough to sort it out here consensually, then we do not deserve the Wiki.",0.9,0.1,0
5515,"  == You don't like people being pointed out what you are up to, do you? ==  You don't like people being pointed out what you are up to, do you?  You don't like your modus operandi being documented, do you?   Every one's a vandal, except for you. Every one's a POV, except for you.  What sort of kid were you?  Always running off to tell the teachers, to turn folk as a prefect?   I wish I knew the correct psychological terminology for it .... I will recognise it in time.   Obviously suppressant controlling type.   But the strangest thing is willingness to persistent dishonest and denial.  *You would have made an excellent kapo*,   :Definition ; Kameradenpolizei, refers to individuals who have been recruited by an enemy to police their own people. The term was used to describe concentration camp prisoners who were appointed to supervise other prisoners. They received more privileges than normal prisoners and were often brutal to the other prisoners.",0.5,0.5,0
5516,"  == Viriditas ==  Unfortunately, life goes both way.  Viriditas is having a taste of his own medicine and needs to learn not to throw his weight around.  Read up on the history before you become involved. ",0.9,0.1,0
5517,"  == Viriditas ==  Read up on the history of all this. In particular, look at the libellous RfC on Canaen.  Viriditas needs to learn a little bit more community spirit and is being taught an important lesson right now.  A taste of his own medicine.  Trust me. ",1,0,0
5518,"`  ::::Please don't let your personal feelings cloud the matter. As you can see,  added the term ``International Front for Jihad against Jews and Crusaders`` to the first of the al-Qaeda article on December 9. The term has remained there ever since (through 70 edits). I didn't add the name of the organization to the al-Qaeda article; I simply made it a link to an expanded article. I understand that you want to make this thing about Muslims vs. Christians and Jews, but it simply isn't. Many Jews don't like Zionism or Crusading, and speaking as a Christian, I can say that I don't like those things either. If we are forced to take sides in this war, I feel confident that most of us will not be on the side of the Zionists and Crusaders.  `",1,0,0
5519," :: No such implication is made by including valid, sourced criticism.  If you make an inference that Chabad, as an organization, holds heretical views, I would suggest that you are not reading correctly.  The third option is to include valid, sourced, credible criticism, and to include valid, sourced, credible rebuttals of that criticism.  That is what I will work towards.  ",0.9,0.1,0
5520," : If it's character traits, then Im sorry but but there is a serious lack of decency from your side towards admins and controbutors who have been taking out personal time to aid our page. I know you guys have strong opinions but please be more civil here. BTW the lineage based issue has been resolved on archived pages already. i.e. the word itself (Raj putra...son of a royal) affirms this. If the title was 'Hindu/dharma Raja putrra' then you'd have some credibility, but it doesn't. We dont have an overly romanticised view of being Rajputs, just a realistic pride which is seperated from myth. In fact if we went by that, then technically my ancestor Arjun was a son of Indra, the king of the Gods. That made Arjun Pandav a demi God. That makes me part demi God! Do you see the point here now? - Raja",0.8,0.2,0
5521,  Anyone willing to expand on this? I am currently attempting to do so but there is not much information available on him. I have made the page look better so far and I am going to attempt to set some clear cut sections to write under.  ,1,0,0
5522,"  == This is what I posted to the vegan page so every one can see it. ==   == Why Viriditas sought to put up an RfC about Canaen and where he is still making false allegations to admins ==  Why is it when Viriditas does his 3RR nonconsensual edits it is fine but when it is someone changing back his edits it is wrong?  Of course, he is just better at playing the wiki game.  I have discovered why he sought to put up such a dishonest attack against Canaen and where he still uses it to manipulate the admins so that he can control these pages ;    =, ,  etc.=  Three revert rule violation on . , ,   * Previous version reverted to: 17:03, 22 December 2005 * 1st revert: 15:42, 23 December 2005 * 2nd revert: 23:19, 23 December 2005 * 3rd revert: 01:19, 24 December 2005 * 4th revert: 01:35, 24 December 2005 * 5th revert: 01:52, 24 December 2005 * 6th revert: 02:02, 24 December 2005  Reported by:    Comments: *See list of suspected meatpuppets by IP address at Wikipedia:Requests for comment/Canaen.  195.82.106.47, 195.82.106.69, and 212.18.228.53 are all the same user from static.mailbox.co.uk (Mailbox Internet Ltd.)  User has been informed about 3RR policy in the past  but continues to use dynamic IP's to engage in edit war on Veganism and has vowed to continue doing so during the Christmas break.   ** All 3 addresses blocked for 24 hours.  I will leave a message on his/their talk page/pages.   ***Unfortunately, the user is posting from a dynamic address, and is currently posting to the Veganism page as , so the block has no effect.  At this point, a CheckUser request would be nice.  Mitsu has been linked to these IP's for quite a while.  See the RFC for further info.   **** I just range-blocked his /24.  Let's see if that takes.  ",0.8,0.2,0
5523,"   == Why Viriditas sought to put up an RfC about Canaen and where he is still making false allegations to admins ==  Why is it when Viriditas does his 3RR nonconsensual edits it is fine but when it is someone changing back his edits it is wrong?  Of course, he is just better at playing the wiki game.  I have discovered why he sought to put up such a dishonest attack against Canaen and where he still uses it to manipulate the admins so that he can control these pages ;    =, ,  etc.=  Three revert rule violation on . , ,   * Previous version reverted to: 17:03, 22 December 2005 * 1st revert: 15:42, 23 December 2005 * 2nd revert: 23:19, 23 December 2005 * 3rd revert: 01:19, 24 December 2005 * 4th revert: 01:35, 24 December 2005 * 5th revert: 01:52, 24 December 2005 * 6th revert: 02:02, 24 December 2005  Reported by:    Comments: *See list of suspected meatpuppets by IP address at Wikipedia:Requests for comment/Canaen.  195.82.106.47, 195.82.106.69, and 212.18.228.53 are all the same user from static.mailbox.co.uk (Mailbox Internet Ltd.)  User has been informed about 3RR policy in the past  but continues to use dynamic IP's to engage in edit war on Veganism and has vowed to continue doing so during the Christmas break.   ** All 3 addresses blocked for 24 hours.  I will leave a message on his/their talk page/pages.   ***Unfortunately, the user is posting from a dynamic address, and is currently posting to the Veganism page as , so the block has no effect.  At this point, a CheckUser request would be nice.  Mitsu has been linked to these IP's for quite a while.  See the RFC for further info.   **** I just range-blocked his /24.  Let's see if that takes.  ",0.9,0.1,0
5524,"  == If you dont want to discuss this, do you want to block this one too? ==  If you dont want to discuss this, do you want to block this one too? ",0.9,0.1,0
5525,"`  I've done that; what's the point? You pick a user name and that's it. There's nothing that particulary identifies me in any way. Thanks, but I really think I'm wasting my time here. Further esearch on the web indicates that the Wikipedia is rapidly becoming a laughing stock due to its ``one-size-fits-all`` editorial policies. The one thing that more people find more offensive than anything else is your automatic asumption that ``the extreme minority view`` must by definition somehow be wrong. Tell that to numerous Nobel Prize winners.   As for Girolamo Savonarola's statement: ``but ones from competitors like Arri and third parties such as Technicolor and Sony: none of them took this idea seriously.`` I don't know who you've been talking to, but there's a vast army of employees of all those companies who can't be taken seriously!  It appears that, as before, **Factual** information on Panavision is only going to be available from one source, and it's NOT this one.`",0.777777778,0.222222222,0
5526,  Christian doctrine is that Christ freed us from adherence to the Levitical laws as a way to maintain a right relationship with God.  ,1,0,0
5527,  == In-Flight cell phone use ==  Try it sometime.,1,0,0
5528,"  The minister of defence (Field Marshal Muhammed Hussein Tantawi) is commander in chief, the president is the supreme commander of the armed forces (www.mmc.gov.eg).",1,0,0
5529,"I don't see the relevance of this section being alone so should it be merged with another? Also, in what context is this written? Is it from the first movie, second movie, book...or what? I recommend this for deletion ",1,0,0
5530,  I reverted back to the  version where it is kept as a simple definition. I also made the definition a bit more accurate and added internal links. I still think somehting should be done about this page.  ,1,0,0
5531,"  == Please delete that sentence ==  Rob, please delete that sentence about SDS/Muskie.  ",1,0,0
5532,"`  Support  There is a difference between oficial terms and terms that are used in common language. In al structures all over the world concerning dogs, also in Wikipedia, FCI rules are the rules to look at. In an official, worldwide encyclopedia, my bet is, to use the mostly used oficial name, worldwide. Which is Mexican Hairless Dog.  On the other hand, the name Mexican Hairless can lead to confusion. Mexican Hairless does relate to many other things as only dogs. Imho an encyclopedia should use terms that not lead to confusion.  If we look at the origins of the word, that derives from Mexico the names used for this breed are ``Xoloitzquintle`` or Perro Sin Pelo de Mexico``. The latter means just Mexican Hairless Dog. It isn't ``Sin Pelo de Mexico``.  Should we look to changing the name in  or Xoloitzquintle or Mexican Hairless Dog?`",1,0,0
5533,"  == Hey ==  Thanks for commenting on my adminship application. And thanks for the advice. Btw, I've done heaps more edits but never log in so i guess i should use my account more. And i didnt merge the articles with the bad structure:(...anyway thanks for the advice and keep at your editing, and so shall I. Theres always another time to apply for admin for me.  cya mate",1,0,0
5534,"  == Hey ==  Thanks for commenting on my adminship application. And thanks for the advice. Btw, I've done heaps more edits but never log in so i guess i should use my account more. And i didnt merge the articles with the bad structure:(...anyway thanks for the advice and keep at your editing, and so shall I. Theres always another time to apply for admin for me.  cya mate  forgot to leave my id b4... ",1,0,0
5535,  That which you have is probably the map of Ceslav's realm (I have it as well); but the ol' De Administrando Imperio and De Regno Sclavorum state Solta as well...  ,1,0,0
5536,  Seconding this. May edit to include basic principles only.,1,0,0
5537,"  == Withdraw ==  Hey mate,  sorry to be of any trouble but I cant work out how to withdraw my nomination for administrator. If its not too much trouble could you please assist me in anyway possible by withdrawing it for me or instruct me on how to withdraw from being a candidate for admin.  Any help will be greatly appreciated.",0.9,0.1,0
5538,"You are talking nonsense again. The reconstructed pronunciation is not a modern theory nor has it been substantiated by modern linguists. Repeating the same old 19th century out of date fallacies in a modern book does not constitute evidence or substantiation. The only differnece between modern linguists repitition of these fallacies and the original is that the modern linguists have removed all of the racist slurs from the original work (well most of them anyway) and have included the disclaimer that none of the nonsense they are regurgitating is provable given the historical evidence, or rather the complete lack of it, and modern research which is unanimously against the theory. Thanos Papadimitrakopulos publication is a perfectly valid source since it postdates the standard form of the reconstructed pronunciation that is still taught today (a theory that is never substantiated to students but is taught as unproven dogma) and he has never been refuted. Chrys C. Caragounis is a linguistics expert and a philologist and is thus a valid source. Development of Greek and the New Testament, Mohr Siebeck (ISBN 3161482905) is his most recent publication a probable the most recent research on ancient Greek pronunciation in existence. Anyone claiming to be an expert in ancient Greek that still believes in the reconstructed pronunciation has no right to be called an expert since it is like believing in the Ptolemaic Earth centred universe which observations have shown to be wrong. All of the experts in Semitic linguistics are against the reconstructed pronunciation of ancient Greek since they make it perfectly clear that ancient Greek was pronounced like modern Greek at the time the Septuagint was translated from the original Hebrew in 280 BC. This therefore implies that classical Greek must have been pronounced like modern Greek as well otherwise 72 Hebrew expert who were taught ancient Greek as children 50 years earlier would not have associated the proto-Semitic fricative gimel in Gomorra which was no longer used in the written language but was only spoken as a breath with the Greek letter gamma. Gamma therefore must have been fricative and there a myriads of other examples that Semitic linguists use to show that ancient Greek was pronounced like modern Greek and that the Hebrew alphabet represented the mediae and dasea and z as fricatives. It is clear from the study of Semitic linguistics and from experts in the filed like Caragounis and Papadimitrakopulos that the reconstructed pronunciation is a racist sham based on Germanic supremacy (as can be seen from the slurs in the papers of is original creators) and an affront to science and the only reason why it is still being tangut is for ethnocentric reasons alone.    ",0.7,0.3,0
5539," 2005 (UTC)  :The Objectivist view of Robin Hood is, to my knowledge, the only one that casts the Robin Hood of legend in a less-than-favorable light.  NPOV requires that an article refrain from making value judgments (value judgments are importantwithout them our actions would be random and pointlessbut encyclopedia articles are there to provide us with the information so we each make our own value judgments, not to make the judgments for us).   15:56, 24 December",1,0,0
5540," There is no neutral ground – no neutral ground – in the fight between civilization and terror, because there is no neutral ground between good and evil, freedom and slavery, and life and death. ~President George W. Bush, March 19, 2004",1,0,0
5541,"`  == ``Tufano`` vandalism == Note that edits inserting supposed information about ``Marc Tufano`` are vandalism and should be reverted on sight.  This has affected multiple articles (Robert De Niro, The Beatles, etc. etc.)   `",0.8,0.2,0
5542,  == You Haven't a Clue ==  You Haven't a clue what vandelism is so FUCK OFF!!!,0.1,0.9,1
5543,"  Ok, first of all, any person who read what I put up would have known (if they can erd english properly) what I stated. I am a son of Arjun. You clearly aren't, so will never have the affinity for him that I do, my blood tie goes one step beyond your religious pride in him, which incidentally I DO RESPECT. I am not Hindu, correct. But Shiv for some strange ill infomed reason tried to state that Arjun was not a first cousin to Krishna, which is historically incorrect. I EVEN GAVE LINKS TO HIM TO CLEAR IT UP, but he is sadly so illiterate (sadly like the rest of you) to understand it then, misinterpret it TODAY. I dont believe Arjun was a God, you may do, and I respect that. How this is provoking anything against 'Prophets' or my 'Muslim brothers' when I have said nothing gainst your 'Gods' r your 'Hindu brothers' is beyond my understanding. I think Dab maybe true in calling you 12yr old trolls.   But anyway, no there is a massive difference in Rajputs, this page proves it. We are not anti Hindu but you are very much against us, which is NOT helping the article. Can we listen to the admins FOR A CHANGE, STOP the mudslinging and get on with this article? Each side stating their side in the article so the reader can have an informed view of our backgrounds? Is that not fair and concilliatory? Raja",0.6,0.4,0
5544,"I dont have pride in any of your ancestors suryabhandar, I have it in mine. The Hindu and Muslim ones, because both fought stubborn oppressors everytime and won effectively. But I dont think youre very happy about your ancestors being colonialised by the Mughals and then the British leige lords. If you are then that's a strange pride ;) - Raja   ",0.85,0.15,0
5545,"  == Happy holidays! ==   for you!]]  I saw some awesome user spreading candy canes, so I decided to join in ^^   ",1,0,0
5546," ::Actually, I initially responded on . This is probably because I am a dork.   ",0.833333333,0.166666667,0
5547,I have again removed this link.  The article in no way mentions how Abdullah is committed to honoring the declaration signed by his father. -    ,1,0,0
5548,`so why the name... ``short bread``?  what does the short come from/`,0.9,0.1,0
5549,"NPOV - I would change this crap, but metalcore is for dipshits -  ",0.1,0.9,1
5550,"  =I want this jerk blocked for vandalism=  (once again reverting to last good version  Beckford's claims that I am not allowed to edit are ridiculous, especially as he is here only to push POV and promote himself and his alleged expert status)    This war will go on forever. He is simply a jerk.  beckjord ",0.4,0.6,1
5551,Anyone know if the section about the licensing agreement is true?   ,1,0,0
5552,"  Dab, if thast what it takes to resolve the issue here then I'm all for it. Arbitration maybe the only route here. ",1,0,0
5553,"So, in other words, you are professionally on the dole. You must live in your parents basement and leech off of them, like a 11-year old. Maybe if you had a bit of motivation, you could look for a real job, and not play your fantasy as a Wiki boy. I'm sure you couls start a career as a video game player.  ",0.666666667,0.333333333,0
5554,"     How do you know that my addition to Scott Van Pelt was a personal attack? Do you have personal knowledge of this person and the quote? I highly doubt it. And if you ask me for the source (which there is one), please ask all the other posters for one also. Dont be subjective. Unless you know the topic personally. Why do you assume mine is a personal attack, and the previous ones are not. Please provide the sources for these previous posters.",0.8,0.2,0
5555,"   == Im back! ==  Have a look on the page bro, Im back andvery much here. I have read somewhere that when 2 parties are constantly engaged in any dispute, at some point somewhere, they do almost miss the other when their no longer around. This feeling from your side is fully appreciated and mutual bro. No hard feelings outside of the article (or even inside in fact)you have your beliefs, I have mine. But it's good to hear from you, you do amuse me somewhat,lol. )   ",0.931034483,0.068965517,0
5556," :I dont agree. I think that if the so called 'parent page' were not to refer to other clans, other faith Rajputs, then that would defeat the object of 'linking'.  ",0.888888889,0.111111111,0
5557,"  Strange. I thought war was war. I dont see how an extended honeymoon and not being aware of the enemy lines at night without watchers (hence allegedly leading to his defeat) is a plausible enough excuse. If this is so, then he was a poor strategist and very unconcerned for his Kingdiom in that case. Obviously he wasn't either. But his overly romanticised image is leading to a biased opinion on here too.  ",0.75,0.25,0
5558," :You know, Kelley is much more of an Objectivist than, say, Binswanger or Peikoff or any of the other denizens of the Anti-Reason Institute.   ",1,0,0
5559,"  Nothing wrong with providing a link to a page relevant to the topic of the article, but please do not remove the POV template.   ",1,0,0
5560,HTML Ugh. The HTML here is confusing. I prefer this,1,0,0
5561,"  I have no particular interest in this page; I simply came across it while on RC patrol (as a matter of course I check ALL edits made by anons).  However, I do agree that the site in question is in fact relevant to an article on King Abdullah, a fact that becomes quite clear when you read further down the page.    (someone with no particular interest in this page, although admittedly he does consider himself a friend of the late King Hussein, having communicated with him over ham radio a few times)",1,0,0
5562,"  == WP:POINT ==  You need to read it, and the other Wiki policies.  You are NOT allowed to remove the comments other users make.  EVER.",0.625,0.375,0
5563, **I'm talking about valid comments buddy.  Use your head.  You have it for a reason...,0.444444444,0.555555556,1
5564,  :You may also want to take a look at Sango123's past.,1,0,0
5565,"  == Southwest Page ==  I was simply removing a foolish statemnet, fool.",0.4,0.6,1
5566,  == Take your own advice ==  AND STOP HARASSING ME!,0.3,0.7,1
5567,"`  == Life on Aisle 5 ==  Do you have a life or do you just sit on the computer all day. It would certainly seem to me like you do seeing as how you don't want anyone touching your precious articles. This is a free-speech website; people can write whatever they want without people like you telling them they can't. Have you ever heard a gayer statement that ``Not to be confused with Air Southwest``. People just don't care. Oh, and for your information, that statement is wrong. Herb Kelleher used the name Air Southwest before changing it to Southwest Airlines. Now, go run off and make the changes in your precious artice. Oh my God...`",0.6,0.4,0
5568,  == You want evidence?  How is this? ==  ,0.8,0.2,0
5569, ****I'm not adding evering I can find about condoms that isn't nice. And as for Bibles and the environment can you flush a Bible down the toilet. I'd like to see someone try... ,0.666666667,0.333333333,0
5570,"` ******I would like to agree with you, and maybe I do have a slight bias against condoms, but this is a concern raised and I didn't say ``Condoms are the only thing destroying our environment today. As for the bible thing you'd probably destroy your toilet in the process - I wouldn't advise it.  `",0.9,0.1,0
5571,  : Hi JackofOz. It's an honour to be your first official acts of kindness. I'll have to send you a flower. Peace.  ,1,0,0
5572,  == Turtle Racing ==  Sorry for my premature removal of the afd tag. I didn't know exactly what to do. How would you alert an admin or who ever to close it in this or similar situations.  ,0.888888889,0.111111111,0
5573,  :Thanks for your help on Turtle Racing. It would have been a sad day for wikipedia if that article was lost (.  ,1,0,0
5574,"  == Illegality of condoms ==  Since I started the section, I was wondering if you might help in its expansion? I think it would be a valuable addition, but don't think I could do this all on my own because so many countries allow condoms and other forms of birth control.  ",1,0,0
5575,"  I don't wonder at all, and many have agreed that it doesn't belong here. That is why I've respectfully removed your edit. There is a link to the proper place for sex ed on wikipedia.  ",1,0,0
5576,  == My page ==  I would like to thank you for reverting the vandalism to my page quickly it's most appreciated.  ,0.888888889,0.111111111,0
5577,"`  There's 3 that listed their opinions there, I believe FYCTravis agreed on the edit history a while back - I don't know why he didn't participate there - and my vote counts so that is atleast 5 vs 1. But overall that isn't important because wikipedia isn't a democracy, it's an encyclopedia, and your edit is against policy. It has a clear link to the ``how to apply a condom`` page, along with a picture link. Easy access. So please don't revert it again.  `",1,0,0
5578,"   Not interested. I don't have yahoo, and have no inclination to discuss Acharya's wiki page with you privately.    ",1,0,0
5579,"`  == Change to Definition of Modalism == :The previous definition of Modalism stated that Modalists viewed Jesus as little more than the burning bush before Moses.  Modalism views Jesus as the fullest incarnation of the One God, not a mere theophany as was the burning bush.  It recognizes that Jesus is the only Begotten of the Father and the Son of God.  This does not change the actual article on the Trinity in any way, but merely corrects the misrepresentation of the Modalist belief.  The section title was also updated from ``Other Views On the Trinity`` to ``Alternative Views to the Trinity``.`",1,0,0
5580,"   ==THEY ARE THROWING THEMSELVES INTO THE GUTTER, stop this whole the world is against them thing, it just supports where they end up==",0.8,0.2,0
5581," WHY THE FUCK WAS HE BLOCKED? Kwanzaa IS the invetion of a man convicted of a violent felony against two African American women, Kwanzaa's values ARE based on the Marxism of that man, Kwanzaa IS based on African American nationalist separatism, Kwanzaa is NOT celebrated by any African culture anywhere and the majority of the cited references to Kwanzaa in pop culture that have been cited ARE mocking or ironic! YOU CANT REWRITE HISTORICAL ==FACTS== WITH YOUR BLUBBERING JIBBERISH. WHAT HE IS SAYING ISNT POINT OF VIEW, ITS ==TRUTH== ITS NOT RACIST ITS NOT PREJUDICED ITS ==TRUTH== I AM ON THE VERGE OF KILLING THE NEXT PERSON WHO LIES TO ME (POV, WOW, I GUESS THATS NOT TOO WIERD IN THIS TALK PAGE) GET A BRAIN YOU OVERSENSITIVE HYPOCRITICAL LYING SCUMBAGS AND GET A FUCKING DICK AND BALLS  ",0,1,1
5582,"  == Say one thing, do another ==  IM GONNA SAY WHAT EVERY DECENT PERSON HERE THINKS BUT CANT SAY CAUSE THEYLL BE LABELLED A RACIST AND GET BLOCKED FROM HERE, YOU CANT SAY ANYTHING EVEN SLIGHTLY DISPROVING OR DEMEANING ABOUT WHAT BLACK PEOPLE SAY WITHOUT BEING LABELLED A RACIST, KARENGA RAPED TWO CHICKS, BUT OH NO, YOU CANT SAY THAT, ITS RACIST, EVERY LIBERAL AND HIPPY IN THE WORLD WILL JUMP ON YOU I AM WHITE AND BELIEVE IN WHITE NATIONALISM, AND I ALSO SUPPORT BLACK NATIONALISM AND OTHERS, BUT I DONT BELIEVE IN IDIOCY AND LIES, WHICH IS WHAT THIS PAGE IS SPROUTING",0.4,0.6,1
5583,"  :Ahh, thanks for reminding me.  We don't like it when people add nonsense or non-sequiturs to our articles either.  They tend to make the encyclopaedia look sloppy, silly, or downright unprofessional.  You wouldn't want that, would you?  Now hurry up and start behaving, because you won't get another warning.   ",0.647058824,0.352941176,0
5584,"   Great this is interesting. We formed our own geneologies during the British Raj did we Singhs? We dont have a reference by any source during 'any' rule referencing our royal ancestry? Hmm... how about this link BY AN INDEPENDENT MOHYAL SITE which makes reference to e.g.my own ancestor Raja Mal becoming a Muslim and his ancestors, Raja Dhrupet being exiled from ruling the Mathura state and asserting his geneology of being a son of Janamejaya (for those Singhs who didnt know, Janamejaya who was the great grandson of Arjun Panda, the hero who famously defeated and shamed the opposing Duryodhan's army in the Mahabharat, tahts who ) ) (http://66.102.9.104/search?q=cache:uDsCFRzZmBcJ:www.mohyal.com/gms/m_member.htm+raja+mal+janamejaya&hl;=en&client;=firefox-a) It is the 14th paragraph I believe. And that is from an independent source recording it's own historical references which has no interest in any particular anti or pro agendas as much as here at the moment. I apologise for disproving you guys here, but it is a quest for the truth afterall right? )   Dab, You have A LOT of patience for keeping with this article so far and thank you for being open minded and dedicated enough to see past the rhetoric and abuse here. Some of us here do appreciate your efforts, whatever the outcome.  ",1,0,0
5585,"   Hey Nlu, why do you delete a legitmate question, dont like to be called on the carpet? Oh, and you piece about hating George Bush is real mature of you. So much for an unbiased editor..  How do you know that my addition to Scott Van Pelt was a personal attack? Do you have personal knowledge of this person and the quote? I highly doubt it. And if you ask me for the source (which there is one), please ask all the other posters for one also. Dont be subjective. Unless you know the topic personally. Why do you assume mine is a personal attack, and the previous ones are not. Please provide the sources for these previous posters.",0.6,0.4,0
5586,"  ::::If you bothered to read the discussion that was censored you will see that the evidence to show that mediae were fricatives is overwhelming. I cited the account of Dionysios Thrax which proves the mediae were fricatives but the advocates of the reconstructed pronunciation knowing that it demolished their theory erased it.   I cited the inscriptional record which is the basis of Caragounis research and the dishonest advocates of the reconstructed pronunciation erased that too. And once again you have shown that you have no grasp whatsoever of Semitic linguistics since I have told you often enough that proto-Semitic had both fricative and non-fricative forms of b, d and g (β, δ, γ) as well as f, t, k (φ, θ, χ) which were represented in Phoenician script by letters which were allophones for both. The fricative and non-fricative versions of these sound still existe today in Arabic but in Hebrew the original proto-Semitic fricative became breaths and the non-fricative became fricatives long before Hellenistic times.    ::::As for these sounds in other indo-European languages. Grimm got it wrong as I have prove in the discussion here. . These sounds were originally fricatives since that is the only way German could have undergone the changes it underwent without the sounds of the psila, mediae and dasea being confused.  ",0.666666667,0.333333333,0
5587,  ::This is deliberate censorship and the tactics of dishonest chameleons who know that their lies and falsifications cannot stand up to the evidence against them so they are now trying to prevent people form reading the evidence at all. The reconstructed pronunciation of ancient Greek is unscientific theory based on the false notion of Germanic supremacy and everyone who has read the evidence against it and the racist slurs made by it advocates against the Greeks and every expert in Semitic linguistics knows it is an untenable 19 century academic fraud.  ,0.9,0.1,0
5588,"You know full well Islam is not as peaceful as Christianity, it is the only major religion that does not subscribe to the Golden Rule, it doesn't have anything in it like Sermon on the Mount, or the Beautitudes, or 'Turn the other Cheek'. Where is there anything that peaceful in the Quran? The Quran is a book of hate, I find it offensive, and I want you to remove certain verses that offend me.    ",0.888888889,0.111111111,0
5589,"`  RDH, I wouldnt be so proud to label youself a ``Wiki Facsist``, as you have no idea of what the original meaning is of that world. That particular philiosophy caused millions of people to DIE, and people who disagreed with them were put to death. Please read the Wiki entry on Facsists.   And, how do you know that the orignal entry on a page (with no corrobarting backup) is ``factual information``. You adjust your meaning of ``factual information`` to fit your particular brand of socialist bullshit. Just because Leithp is less of a ``Wiki Facsist`` is not a glowing statement either. The Wikipedia concept is doomed to failure becuase we have so-called editors like yourself who edit the pages to satisfy yourselves. A real editor has knowldege of a particular subject matter, and is supervised by people to ensure fairness of content. The REQUIRED registration solves no problem except less work for people like you, but still leaves an enormous creditability problem, which WIKI has been recently exposed to have. SO, have fun while you can, since this format is bullshit as far as a serious encyclopedia venue.  Go help Sting save the rainforests moron..`",0.222222222,0.777777778,1
5590,"It wasn't a how too. It was an environmental campaign to ensure that the condoms did indeed reach the landfill. That along with the fact that it had 3 specific links is the reason why I've restored my version. But I did indeed leave the section on the Polyethylene, and their landfill capacity (?) being negligible.    ",1,0,0
5591,"  ::::Of course the Golden Rule is a prerequisite for a peaceful religion, how on earth can you not expect it to be? Muslims are allowed in the Quran to lie and deceive people. They do this often, Islam robs mankind of it's humanity.  ",0.444444444,0.555555556,1
5592," **Comment, from what I can see of your user page you hardly qualify as a devout catholic.  ",0.666666667,0.333333333,0
5593,"`  ::::::We can all tailor hypotheticals to fit our arguments, but they are irrelevant, practical application is the real test. In regards to Islam, it is a vicious and wicked faith, and it is against all bounds of human logic, in Islam, a woman bearing her hair is haram, but her husband beating her up is halal, does this not defy human logic? ``Do unto others as you would have them do unto you`` is the oldest part of morality, it is a code to live by, if it is removed then simply in moral terms you can do what you like to people. Islam is a vicious and wicked faith, and Mo was a vicious and wicked man. I will keep on fighting against Islam.   `",0.6,0.4,0
5594,  ::The proof of this deliberate censorship and dishonest tactics of is shown by Macrakis recent attempt to delete my above contribution from this page. Macrakis wants to conceal the fact that modern linguistics does not support the reconstructed pronunciation as a scientific theory but only acknowledges it as an Erasmian based convention used in teaching in English speaking countries. Modern linguists are all unanimous in the fact that there is no evidence whatsoever to support the reconstructed pronunciation and Semitic linguists support that ancient Greek was pronounced exactly like modern Greek.  ,1,0,0
5595,"`  ==The evidence against the reconstructed pronouncation==  These accounts need to be included in the main article.  *Chrys C. Caragounis (1995): ``The error of Erasmus and un-greek pronunciations of Greek``. Filologia Neotestamentaria 8 (16) *Chrys C. Caragounis (2004): Development of Greek and the New Testament, Mohr Siebeck *Th. Papadimitrakopoulos (1889): Βάσανος τῶν περὶ τῆς ἑλληνικῆς προφορᾶς Ἐρασμικῶν ἀποδείξεων. Athens.  *Dionysios Thrax description of the sounds of the mediae (100 BC) which implies that they cannot have been anything but fricatives. *Semitic Linguisitic theory which implies that all proto-Sinaitic based alphabets including Phoenicians, Hebrew and Greek contained letters which were allophones for proto-Semitic fricatives and plosives. *Semitic Linguisitic theory which states that the original Hebrew non-fricative mediae and dasea became fricatives before 280 BC and that the original Hebrew fricative mediae and dasea became breaths by 280 BC, thus proto-Semitic fricative ``g`` stopped being represented in the written language by 280 BC but was still recognisable as modern Greek gamma in the spoken language and represented as fricative gamma in the Septuagint translation of the Hebrew bible made in 280 BC and later became a breath in the spoken langauge.`",1,0,0
5596,"I am going to break my own personal policy of not commenting to unsigned comments: if you want me to respond to a comment, sign it. Nlu (talk)   Your message makes no sense, and your personal policy is immaterial to your role and responsibilities as an Administor. What do you care who the comment is from? Dont hide behind your silly personal policy.  ",0.4,0.6,1
5597, ::Examples of edits which require refrences. In fact I believe that in them not a single source was ommited.   ,1,0,0
